1,5.4926,2.5641,5.4077,2,0.19731,0.27662,-0.26756,0.54001,-0.14242,0.34484
2,6.8527,4.5112,6.8355,2,2.0565,-2.2137,-0.55817,-1.6738,-2.3163,-0.9608
3,8.2129,4.5112,6.8355,2,2.0565,-2.2137,-0.55817,-1.6738,-2.3163,-0.9608
4,9.573,6.5915,7.682,2,1.0987,-1.4383,0.58547,0.13057,-1.5329,1.275
5,10.933,7.4248,10.338,1,-3.6725,-4.6348,2.7483,-2.9372,-4.4328,3.1589
6,12.293,10.769,12.115,1,-2.5893,-3.5886,1.8341,-1.6759,0.6656,0.37046
7,13.654,10.769,12.115,1,-2.5893,-3.5886,1.8341,-1.6759,0.6656,0.37046
8,15.014,10.769,12.115,2,-2.5893,-3.5886,1.8341,-1.6759,0.6656,0.37046
9,16.374,10.769,12.115,1,-2.5893,-3.5886,1.8341,-1.6759,0.6656,0.37046
10,17.734,10.769,12.115,1,-2.5893,-3.5886,1.8341,-1.6759,0.6656,0.37046
11,19.094,10.769,12.115,1,-2.5893,-3.5886,1.8341,-1.6759,0.6656,0.37046
12,20.454,11.388,16.674,1,3.7723,-3.162,-0.5601,-3.5607,0.22236,0.01126
13,21.814,12.349,11.833,1,1.3251,-4.6811,-0.53732,0.1291,-1.6885,0.8188
14,23.175,12.349,11.833,1,1.3251,-4.6811,-0.53732,0.1291,-1.6885,0.8188
15,24.535,12.384,22.085,1,3.7159,-1.0982,4.0772,-3.7038,1.0202,2.3303
16,25.895,12.384,22.085,1,3.7159,-1.0982,4.0772,-3.7038,1.0202,2.3303
17,27.255,12.384,22.085,1,3.7159,-1.0982,4.0772,-3.7038,1.0202,2.3303
18,28.615,15.051,27.936,1,4.5394,-2.1668,3.4176,-1.3062,0.76913,4.3497
19,29.975,15.051,27.936,1,4.5394,-2.1668,3.4176,-1.3062,0.76913,4.3497
20,31.336,15.439,29.328,1,4.8384,-2.2386,-1.0828,3.0859,3.148,-0.29801
