20,21.034,25.459,19.423,1,2.661,-2.839,-0.10887,-0.1959,-2.2044,-0.68657
19,20.873,32.725,20.413,1,0.61804,-3.576,0.54928,2.9323,2.4608,-0.60445
18,20.711,27.509,20.69,2,4.0407,-2.5843,4.9903,4.7975,4.8709,-3.2197
15,20.228,7.5214,20.222,2,2.1807,-2.0195,-4.2702,4.8605,4.4617,-3.2579
16,20.389,26.904,20.049,2,2.3179,-3.1256,0.42315,2.9237,0.8536,-1.585
14,20.066,7.1538,19.463,2,-2.0088,0.082411,-0.14306,-4.0703,2.4369,3.3741
11,19.583,10.113,18.337,2,-1.5792,-4.5518,-2.8686,3.6185,-2.2784,-4.1041
17,20.55,31.753,19.941,2,2.8798,-4.8035,-0.87944,3.5824,-0.73231,1.4318
12,19.744,6.6492,19.083,2,-3.9321,-3.7476,-3.7196,-4.7924,0.53255,0.64797
8,19.099,15.065,18.812,2,4.9926,-2.9912,-2.6002,1.9979,-3.1163,-0.73896
7,18.938,9.1611,18.855,2,3.9973,-2.813,0.94906,3.2994,-4.4447,3.4618
3,18.293,6.5855,18.053,2,-0.41859,0.18904,0.25213,0.2883,-0.11157,-0.2524
4,18.454,6.1841,17.974,2,0.078783,-0.15955,0.14598,-0.00079821,-0.38555,-0.093383
13,19.905,19.701,18.919,2,4.4911,-0.45703,3.4989,-3.7421,-2.1741,-2.715
6,18.776,9.3987,18.771,2,1.6182,-1.5466,-2.4854,2.806,-1.8158,-4.8103
2,18.132,6.7991,18.002,2,0.077904,0.039806,0.13131,0.18265,0.01063,-0.044913
5,18.615,8.3502,18.323,2,-4.2898,-2.6912,2.1778,0.35071,-1.3901,-1.0043
10,19.421,6.1019,17.97,2,-0.16978,-0.67156,-2.0256,0.69369,-1.4135,0.55557
9,19.26,17.134,19.005,2,4.8125,1.0851,3.9236,-4.7084,-1.6422,3.9438
1,17.97,6.1019,17.97,2,-1.4466,0.58399,0.0071526,0.27034,-0.016531,0.027519
