19,21.813,9.3103,21.157,1,1.9423,-2.7998,2.0047,-2.9848,2.4093,-2.0291
16,19.108,5.7279,15.051,1,1.1548,-1.15,1.1761,-1.0509,1.2475,-1.1839
20,22.714,11.159,13.458,1,0.9872,-3.8436,1.5087,-1.2403,-1.6372,1.5993
17,20.009,5.7201,15.039,1,1.154,-1.1485,1.1753,-1.0488,1.2465,-1.183
12,15.501,8.5986,9.2445,1,-2.3541,-4.6511,1.4918,-3.0146,-3.0622,-0.77904
15,18.206,6.2425,15.779,1,1.2064,-1.3156,1.2312,-1.2875,1.3362,-1.2404
11,14.599,5.0827,13.678,1,-0.26925,-0.52994,-0.44546,-3.9195,1.2292,2.8874
13,16.402,6.2439,15.782,1,1.2069,-1.3165,1.2317,-1.2888,1.3368,-1.2409
14,17.304,6.2432,15.782,1,1.2067,-1.3161,1.2315,-1.2883,1.3365,-1.2407
18,20.911,8.3242,20.767,1,3.5728,-1.8969,-3.8055,3.0166,4.4951,4.1554
2,6.484,3.6912,5.7273,1,2.5964,-1.3106,-0.52212,0.33095,-0.902,0.064146
10,13.697,7.1118,10.067,1,2.2843,-3.4643,-0.83846,0.86048,-3.4059,-3.6256
9,12.796,2.5009,5.5823,1,-2.4975,-4.9573,-2.6336,0.46362,-0.93863,-0.49348
1,5.5823,2.5009,5.5823,1,-0.53446,0.3732,-0.33434,-0.59988,-0.24985,-0.54203
7,10.992,4.0595,10.15,1,-1.7543,-3.5287,3.3643,1.2181,-2.3,-1.5466
8,11.894,3.8653,11.227,1,1.6563,-1.3209,-0.48049,1.6906,1.7016,-1.3722
5,9.189,2.5009,5.5823,1,-4.6954,-1.9234,-3.8434,2.3511,-3.617,4.3577
3,7.3856,2.5009,5.5823,2,-4.6845,-1.5565,-3.77,-4.6986,-3.9513,2.3675
4,8.2873,2.3297,7.0954,2,-0.024786,-0.93566,-1.9254,-0.21794,1.1535,-0.58061
6,10.091,5.6694,8.6664,2,-3.098,-3.0739,0.82936,-4.2386,-3.4285,2.0924
