1,5.5823,2.6199,5.5771,2,-0.8623,0.55906,0.11722,-0.034284,-0.85405,-0.41489
2,7.4858,2.6199,5.5771,1,-0.8623,0.55906,0.11722,-0.034284,-0.85405,-0.41489
3,9.3894,2.6199,5.5771,1,-0.8623,0.55906,0.11722,-0.034284,-0.85405,-0.41489
4,11.293,4.9339,10.501,1,-0.93697,-2.0405,-0.26987,-2.5994,-0.20197,1.6569
5,13.196,8.3523,12.981,1,-2.1153,-3.8783,2.0227,-2.0022,0.38808,2.2293
6,15.1,8.3523,12.981,1,-2.1153,-3.8783,2.0227,-2.0022,0.38808,2.2293
7,17.004,8.3523,12.981,1,-2.1153,-3.8783,2.0227,-2.0022,0.38808,2.2293
8,18.907,8.3523,12.981,1,-2.1153,-3.8783,2.0227,-2.0022,0.38808,2.2293
9,20.811,8.3523,12.981,1,-2.1153,-3.8783,2.0227,-2.0022,0.38808,2.2293
10,22.714,8.3523,12.981,1,-2.1153,-3.8783,2.0227,-2.0022,0.38808,2.2293
