15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577,15.577
13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52
10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939
14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481,14.481
15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787
11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973,11.973
15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405,15.405
15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48
15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132
14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051,14.051
15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484,15.484
13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078,13.078
12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387,12.387
12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459,12.459
11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552,11.552
11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442,11.442
9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929,9.8929
13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662,13.662
13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656,13.656
15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787
13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462,13.462
14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935,14.935
14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222,14.222
12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283,12.283
12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272
13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821,13.821
14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901,14.901
15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481,15.481
12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829,12.829
13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863,12.863
14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749,14.749
12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741,12.741
12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412,12.412
13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56
13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913,13.913
14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458,14.458
14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747,14.747
12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589,12.589
14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258,14.258
14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534,14.534
11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843,11.843
15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247,15.247
14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864
14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787,15.787
12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124,12.124
14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036,14.036
12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195
14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975,14.975
15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366
15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018,15.018
13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655,13.655
13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506
