-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872,-1.6872
-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098,-2.4098
-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396,-1.8396
-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046,-1.6046
-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725,-1.8725
-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655,-1.6655
-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349,-1.8349
-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012,-1.1012
-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609,-1.609
-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119,-1.3119
-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003,-2.1003
-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843,-2.1843
-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352,-1.7352
-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267,-2.2267
-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824,-0.57824
-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509,-1.6509
-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606,-1.606
-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281,-1.7281
