31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983,31.983
28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788,28.788
32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988
29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596,29.596
30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345,30.345
27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877,27.877
32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446,32.446
32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393,32.393
27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019,27.019
31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753,31.753
27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507,27.507
25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707,25.707
32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988
31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165,31.165
25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115,25.115
30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062,30.062
32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822,32.822
28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858,28.858
32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092,32.092
32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988,32.988
30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498,30.498
