29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.333	-3.7546	-16.885	8.6459	-14.121	28.469	-4.412	-18.119	11.94	-16.751	28.988	-1.5765	-24.94	17.756	-21.419	26.595	9.7403	-33.399	19.371	-20.239	23.003	18.533	-30.235	12.354	-13.905
29.585	-4.2918	-16.649	8.637	-14.222	28.627	-4.6743	-18.123	12.008	-16.778	29.089	-1.7829	-24.942	17.69	-21.321	26.707	9.4365	-33.224	19.163	-20.13	23.164	18.211	-30.177	12.307	-13.943
30.217	-4.7718	-17.161	9.0979	-14.642	28.981	-4.0035	-19.63	12.635	-16.928	28.7	-0.38902	-24.797	16.182	-19.85	26.838	9.1268	-31.652	17.66	-19.498	23.778	16.97	-28.335	11.449	-14.212
30.299	-4.5897	-18.446	9.7033	-14.798	28.982	-3.9746	-20.01	12.404	-16.762	28.581	0.28652	-25.617	16.259	-19.634	26.757	9.3453	-31.864	17.354	-19.236	23.828	16.848	-28.109	10.911	-14.09
30.286	-4.5545	-18.687	9.7751	-14.795	29.002	-4.0012	-20.008	12.207	-16.75	28.585	0.26315	-25.586	16.162	-19.646	26.733	9.35	-31.878	17.271	-19.179	23.855	16.72	-27.916	10.77	-14.107
30.36	-3.7443	-19.464	9.7315	-14.787	28.84	-2.4536	-20.816	11.712	-16.36	28.356	2.16	-26.104	15.511	-19.15	25.936	11.37	-30.43	15.055	-17.551	23.748	16.721	-25.156	8.8891	-13.536
31.987	-3.7277	-20.776	10.32	-15.613	30.387	-1.8674	-22.487	12.43	-17.297	29.95	3.4659	-28.475	16.648	-20.378	27.257	13.361	-32.547	15.733	-18.424	24.914	18.937	-26.471	8.9242	-14.077
32.193	-3.4206	-21.261	10.548	-15.761	30.528	-1.2791	-22.885	12.447	-17.33	30.09	4.2467	-28.968	16.717	-20.462	27.318	13.998	-32.576	15.529	-18.319	25.147	19.35	-26.351	8.8731	-14.264
33.485	-3.057	-22.666	11.097	-16.434	31.786	-0.31899	-24.643	13.197	-18.216	31.309	6.207	-31.374	17.65	-21.411	28.545	16.606	-35.488	16.693	-19.417	26.074	21.468	-27.242	8.7418	-14.692
36.038	-2.5613	-25.118	12.055	-17.76	33.629	1.3186	-26.783	13.507	-18.7	33.114	8.4008	-33.481	17.836	-21.97	30.219	19.204	-37.132	16.568	-19.952	27.786	25.029	-28.376	8.2205	-15.314
37.061	-2.2105	-26.285	12.484	-18.327	34.616	2.2974	-28.343	14.072	-19.394	34.074	9.5652	-34.813	18.201	-22.616	31.001	20.33	-37.914	16.601	-20.361	28.428	26.564	-28.739	7.96	-15.529
37.875	-1.8792	-27.21	12.877	-18.771	35.305	3.1369	-29.41	14.394	-19.741	34.547	10.605	-35.338	18.026	-22.592	31.578	21.499	-38.479	16.536	-20.566	28.925	27.879	-28.849	7.5868	-15.58
38.589	-1.3728	-28.177	13.271	-19.183	35.767	4.1407	-30.272	14.51	-19.803	34.973	11.442	-35.637	17.823	-22.579	32.085	22.447	-38.621	16.303	-20.71	29.121	28.709	-27.961	6.7806	-15.223
