1,5.4926,1.6576,5.3019,2,-0.26055,0.35547,0.1316,0.07066,0.21308,0.13251
2,6.8527,2.0536,6.2723,1,1.2362,-1.2008,-0.33669,0.034978,0.79889,-0.1271
3,8.2129,4.586,7.725,2,1.3646,-1.2542,0.89107,0.55469,-1.4542,0.55186
4,9.573,4.6705,7.6934,1,-1.6492,-3.6839,0.68892,3.1812,-1.8361,2.8881
5,10.933,7.6475,10.366,2,0.66394,-3.9138,1.1204,-1.0123,-3.9937,0.7572
6,12.293,8.2771,12.031,1,0.4876,-3.308,-0.28011,-2.5266,-0.26671,-1.1347
7,13.654,8.2771,12.031,1,0.4876,-3.308,-0.28011,-2.5266,-0.26671,-1.1347
8,15.014,8.2771,12.031,1,0.4876,-3.308,-0.28011,-2.5266,-0.26671,-1.1347
9,16.374,8.2771,12.031,2,0.4876,-3.308,-0.28011,-2.5266,-0.26671,-1.1347
10,17.734,8.2771,12.031,1,0.4876,-3.308,-0.28011,-2.5266,-0.26671,-1.1347
11,19.094,9.5565,18.718,1,3.2496,-0.26609,2.8174,-4.1457,0.68424,3.2852
12,20.454,10.914,19.066,1,4.8578,-3.2207,2.5397,-4.8539,-0.011503,2.6691
13,21.814,10.914,19.066,1,4.8578,-3.2207,2.5397,-4.8539,-0.011503,2.6691
14,23.175,10.914,19.066,1,4.8578,-3.2207,2.5397,-4.8539,-0.011503,2.6691
15,24.535,10.914,19.066,1,4.8578,-3.2207,2.5397,-4.8539,-0.011503,2.6691
16,25.895,11.469,25.629,1,3.1338,0.32151,0.1758,0.04367,4.164,-1.9367
17,27.255,11.54,25.577,1,4.3814,-2.8873,-2.7032,2.2488,2.9959,0.19001
18,28.615,11.54,25.577,1,4.3814,-2.8873,-2.7032,2.2488,2.9959,0.19001
19,29.975,13.133,29.354,1,4.7983,2.4118,1.082,-2.2288,3.0118,-4.6896
20,31.336,13.133,29.354,1,4.7983,2.4118,1.082,-2.2288,3.0118,-4.6896
