1,5.4926,1.6045,5.3609,2,0.5381,-1.8972,-0.53423,-0.23026,0.47091,-0.19967
2,6.8527,3.7889,6.8351,2,-1.65,-3.0817,0.77625,-1.6662,-2.0861,-0.16571
3,8.2129,4.2269,7.6291,2,0.1697,-1.1231,0.75762,-0.9924,-0.38316,0.45893
4,9.573,5.456,9.2312,2,0.59671,-1.596,0.19251,-0.76711,1.0653,-1.206
5,10.933,6.6922,8.6307,1,2.3907,-2.5331,-0.88396,0.94357,-1.0185,2.191
6,12.293,6.6922,8.6307,1,2.3907,-2.5331,-0.88396,0.94357,-1.0185,2.191
7,13.654,9.4539,13.005,1,1.477,-1.7729,0.34289,-1.135,0.75957,0.023774
8,15.014,9.4539,13.005,1,1.477,-1.7729,0.34289,-1.135,0.75957,0.023774
9,16.374,9.4539,13.005,1,1.477,-1.7729,0.34289,-1.135,0.75957,0.023774
10,17.734,9.4539,13.005,1,1.477,-1.7729,0.34289,-1.135,0.75957,0.023774
11,19.094,10.403,11.695,1,-3.114,-4.6441,1.5919,0.75655,1.3685,-1.5556
12,20.454,10.403,11.695,1,-3.114,-4.6441,1.5919,0.75655,1.3685,-1.5556
13,21.814,10.403,11.695,1,-3.114,-4.6441,1.5919,0.75655,1.3685,-1.5556
14,23.175,11.001,20.842,1,4.8666,-3.947,0.57901,-4.3851,-1.4646,-4.3833
15,24.535,11.063,14.968,1,-1.3237,-3.3685,1.0318,1.0971,2.4926,-0.14461
16,25.895,11.063,14.968,1,-1.3237,-3.3685,1.0318,1.0971,2.4926,-0.14461
17,27.255,13.024,25.383,1,4.827,-2.5203,0.20372,-2.4289,1.3548,-4.3932
18,28.615,13.024,25.383,1,4.827,-2.5203,0.20372,-2.4289,1.3548,-4.3932
19,29.975,13.562,29.16,1,3.2506,0.65292,0.9373,-1.5994,3.4607,-0.40087
20,31.336,13.562,29.16,1,3.2506,0.65292,0.9373,-1.5994,3.4607,-0.40087
