1,5.4926,1.586,4.7821,2,0.65606,0.65452,-0.18976,-0.018151,0.12053,0.16581
2,6.8527,3.3479,6.7741,2,-1.199,-4.1351,-0.27637,4.0823,-2.689,1.365
3,8.2129,4.0273,7.7654,2,-4.4203,-4.3963,0.7996,4.2638,-3.117,-3.6116
4,9.573,6.0464,8.7767,2,1.4632,-1.4931,0.46935,-1.197,-1.6971,0.74127
5,10.933,6.4283,10.282,2,-0.06916,-3.8076,2.2613,2.7273,-3.4449,-1.6048
6,12.293,6.5428,11.395,2,1.8326,-1.7362,0.050596,-1.0243,0.99839,1.8258
7,13.654,7.4282,9.4464,1,1.3971,-3.9264,-0.47485,-1.6764,-2.637,-2.0586
8,15.014,7.9695,14.031,1,1.0963,-1.7037,-0.036997,-0.56168,2.2637,1.0126
9,16.374,7.9695,14.031,2,1.0963,-1.7037,-0.036997,-0.56168,2.2637,1.0126
10,17.734,7.9695,14.031,1,1.0963,-1.7037,-0.036997,-0.56168,2.2637,1.0126
11,19.094,9.386,18.644,1,3.3061,-3.5224,0.23647,3.3345,1.3382,-1.0993
12,20.454,10.549,18.226,1,4.2679,-0.19384,1.463,-3.2864,-1.1593,1.8368
13,21.814,10.549,18.226,1,4.2679,-0.19384,1.463,-3.2864,-1.1593,1.8368
14,23.175,12.939,21.026,1,4.397,0.082498,3.1568,-0.98745,-1.1465,1.5353
15,24.535,12.939,21.026,1,4.397,0.082498,3.1568,-0.98745,-1.1465,1.5353
16,25.895,12.939,21.026,1,4.397,0.082498,3.1568,-0.98745,-1.1465,1.5353
17,27.255,12.939,21.026,1,4.397,0.082498,3.1568,-0.98745,-1.1465,1.5353
18,28.615,12.939,21.026,1,4.397,0.082498,3.1568,-0.98745,-1.1465,1.5353
19,29.975,14.861,28.378,1,4.5789,-2.0994,-1.5275,-1.5627,2.8293,-1.3473
20,31.336,14.861,28.378,1,4.5789,-2.0994,-1.5275,-1.5627,2.8293,-1.3473
