1,5.4926,1.6837,4.8246,2,0.31619,0.16882,0.050946,-0.54511,0.59884,0.23616
2,6.8527,1.8873,6.5502,2,0.38332,-0.72712,0.53945,0.27412,-0.30721,-1.22
3,8.2129,2.4876,5.8919,2,0.11357,-1.3036,0.59277,-0.63879,-0.9877,0.31534
4,9.573,6.8108,9.5294,2,1.8639,-1.891,-0.37961,-1.7892,-0.045042,-1.5476
5,10.933,6.8108,9.5294,1,1.8639,-1.891,-0.37961,-1.7892,-0.045042,-1.5476
6,12.293,6.8108,9.5294,2,1.8639,-1.891,-0.37961,-1.7892,-0.045042,-1.5476
7,13.654,9.4222,13.04,1,-4.151,-4.9717,1.1321,-0.9314,1.8664,1.4298
8,15.014,9.4222,13.04,1,-4.151,-4.9717,1.1321,-0.9314,1.8664,1.4298
9,16.374,9.4467,15.163,1,0.98487,-4.3596,-1.6574,-2.1084,1.6563,-2.5833
10,17.734,9.4467,15.163,2,0.98487,-4.3596,-1.6574,-2.1084,1.6563,-2.5833
11,19.094,9.4467,15.163,1,0.98487,-4.3596,-1.6574,-2.1084,1.6563,-2.5833
12,20.454,9.4467,15.163,1,0.98487,-4.3596,-1.6574,-2.1084,1.6563,-2.5833
13,21.814,12.177,16.138,1,-1.385,-4.7833,1.3255,0.37036,1.8689,0.5507
14,23.175,12.177,16.138,1,-1.385,-4.7833,1.3255,0.37036,1.8689,0.5507
15,24.535,12.177,16.138,1,-1.385,-4.7833,1.3255,0.37036,1.8689,0.5507
16,25.895,12.177,16.138,1,-1.385,-4.7833,1.3255,0.37036,1.8689,0.5507
17,27.255,12.963,23.803,1,4.2308,2.1757,3.4738,-1.9327,0.45581,0.94635
18,28.615,12.963,23.803,1,4.2308,2.1757,3.4738,-1.9327,0.45581,0.94635
19,29.975,12.963,23.803,1,4.2308,2.1757,3.4738,-1.9327,0.45581,0.94635
20,31.336,12.963,23.803,1,4.2308,2.1757,3.4738,-1.9327,0.45581,0.94635
